X,topic_number,sentiment,type_of_sentiment
507,4,0.428041311204802,pos
508,6,0.227707310890249,pos
509,7,0.125683766836733,pos
510,1,0.1911500911511,pos
511,1,-0.042419425313222,neg
512,7,-0.00350329788820447,neu
513,5,0.145517767264628,pos
514,1,0.216996214050696,pos
515,3,0.29527682496057,pos
516,2,-0.133748002770286,neg
517,6,0.306975299688122,pos
518,1,-0.0161152556307597,neg
519,5,0.294682306851142,pos
520,7,0.0635373164428679,pos
521,1,-0.101396251364158,neg
522,5,0.20008470028949,pos
523,1,0.098896818721304,pos
524,1,0.118465077444097,pos
525,7,0.00857301554786498,neu
526,8,-0.0178337355415041,neg
527,8,-0.145455442305756,neg
528,6,0.234631693167499,pos
529,6,0.171874881344027,pos
530,7,0.262397141279156,pos
531,1,0.175348337971858,pos
532,0,0.113723457853545,pos
533,0,0.0643141358369366,pos
534,7,0.120755028285201,pos
535,6,0.259128328178334,pos
536,7,0.108149846233746,pos
537,6,0.189821978220004,pos
538,1,0.0434389866566708,pos
539,5,0.291025704695798,pos
540,3,0.202365964101824,pos
541,0,0.12528131113312,pos
542,5,0.379708979192209,pos
543,7,0.178101204182222,pos
544,1,0.124794655363403,pos
545,3,0.178695048359265,pos
546,6,-0.315002639727989,neg
547,1,0.209589446187523,pos
548,3,0.184780572673994,pos
549,5,0.139636546483037,pos
550,7,0.238396553304082,pos
551,7,0.163105380643211,pos
552,7,0.221847270447405,pos
553,5,0.285534526655243,pos
554,7,0.176163305552084,pos
555,6,0.153957868157853,pos
556,3,0.0303908242979343,pos
557,5,0.194028500029066,pos
558,1,0.229240043365812,pos
559,5,0.100814220338085,pos
560,8,0.114733658025584,pos
561,5,0.186679984562086,pos
562,0,0.13818706757948,pos
563,8,0.0599080486511261,pos
564,6,0.0385791424894692,pos
565,1,0.180500298625892,pos
566,8,0.0917373789845065,pos
567,4,0.237623408124318,pos
568,5,0.0861417388049755,pos
569,4,0.00592825044718448,neu
570,4,0.200025202661903,pos
571,6,0.455680343725266,pos
572,7,0.21946861854914201,pos
573,7,0.353836257666206,pos
574,7,0.307831170129788,pos
575,5,0,neu
576,3,0.22816698697282,pos
577,5,0.208294158378602,pos
578,6,0,neu
579,6,0.0199157943543556,pos
580,6,0.333118638498823,pos
581,6,0.00161722594633555,neu
582,0,0.247668041968382,pos
583,1,0.0255671971987018,pos
584,3,0.312096614111725,pos
585,6,0.155556117532709,pos
586,0,0.0474217151251676,pos
587,1,0.171293002300551,pos
588,8,0.087711487051174,pos
589,0,0.0476722868529032,pos
590,0,0.142053304522898,pos
591,6,0.170365076100221,pos
592,7,0.0957822474451233,pos
593,1,0.240860171995588,pos
594,5,0.377721155852803,pos
595,6,0.244382104484504,pos
596,1,0.2942213644783,pos
597,7,0.627056563740221,pos
598,1,0.00669967708656085,neu
599,6,0.207270815510979,pos
600,5,0.00689532050629855,neu
601,6,0.187444543569737,pos
602,6,0.0823772727772416,pos
603,8,0.0181427523957945,pos
604,3,0.341395620423523,pos
605,3,0.207545080701933,pos
606,7,0.13603771518914,pos
607,7,0.0141458472867224,pos
608,5,0.175889036818657,pos
609,6,0.0695198726748286,pos
610,7,0.343954558265091,pos
611,5,-0.0145282877061203,neg
612,3,0.321940888360904,pos
613,5,0.188399637042218,pos
614,1,0.128714925963747,pos
615,5,0.218450772291655,pos
616,5,0.375538085623984,pos
617,7,0.242839398562172,pos
618,6,-0.100372413898825,neg
619,6,0.139553109508529,pos
620,3,0.352239665295883,pos
621,8,0.129250089816728,pos
622,1,0.0581526296545464,pos
623,6,0.212932297443338,pos
624,7,0.243783380358581,pos
625,6,0.209370599352933,pos
626,6,0.230881037677826,pos
627,8,-0.112808552527436,neg
628,6,0.173562321548497,pos
629,6,0.12024756864967,pos
630,4,0.00773686476458137,neu
631,6,0.266636384758873,pos
632,7,0.230510425889706,pos
633,5,-0.138703869848898,neg
634,0,0.403494759556637,pos
635,0,0.189423575980986,pos
636,8,-0.00377106509271425,neu
637,6,0.4074135331268,pos
638,0,-0.00441522498112063,neu
639,3,0,neu
640,3,0.491100735831015,pos
641,6,0.0429651926364786,pos
642,4,0.138643034425781,pos
643,7,0.20955298477451,pos
644,4,0.0084446988566997,neu
645,2,0.185066648616157,pos
646,1,0.062923474937529,pos
647,7,0.238578256391226,pos
648,6,0.0988608463308068,pos
649,5,0.0696138422969347,pos
650,6,0.246884751391823,pos
651,6,0.296345308011979,pos
652,7,0.168327403482086,pos
653,7,0.154815614478541,pos
654,5,-0.0471690746241998,neg
655,2,0.0898032334446386,pos
656,7,0.0103534195185452,pos
657,6,0.0876677154571682,pos
658,4,0.0147792935877984,pos
659,1,0.221765335222906,pos
660,8,-0.185255390956322,neg
661,5,0.235977738245315,pos
662,4,0.439444727867251,pos
663,6,0.235857656260336,pos
664,8,0.0483848720917786,pos
665,6,0.0440243953391858,pos
666,6,0.159394435113677,pos
667,6,0.20457509409778,pos
668,5,0.19211841037668,pos
669,1,-0.0847578174148191,neg
670,0,-0.0826877143611416,neg
671,7,0.3963486001264,pos
672,4,0.30499519708444,pos
673,4,0.204950730138388,pos
674,6,0.119337344190168,pos
675,6,0.378301603916038,pos
676,1,0.107579726626185,pos
677,1,-0.0186983134393691,neg
678,5,0.0513078912410849,pos
679,6,0.133818692359906,pos
680,1,0.364159193583252,pos
681,0,-0.246795928543123,neg
682,7,0.104700438818539,pos
683,5,0.20649118619548,pos
684,8,0.183296056776402,pos
685,5,0.0851759483635972,pos
686,6,0.276395519506698,pos
687,8,-0.272012662258886,neg
688,4,-0.0214230569613858,neg
689,7,0.242592968696448,pos
690,6,0.27465528547782603,pos
691,4,0.325573714234747,pos
692,1,0.145625165965049,pos
693,3,0.0786252409116842,pos
694,1,0.258705917417182,pos
695,7,-0.059098228297404,neg
696,6,0.160275539514221,pos
697,1,0.104898160216155,pos
698,8,-0.147915314737064,neg
699,7,0.0695115985092587,pos
700,2,0.410868437455797,pos
701,7,0.130573420004205,pos
702,4,0.0505328846724947,pos
703,7,0.0643384007886885,pos
704,6,0.194969546346666,pos
705,4,0.0351726707088379,pos
706,7,0.159554358189261,pos
707,5,-0.0432508060307317,neg
708,7,0.184961496837561,pos
709,6,0.389106216465223,pos
710,6,0.227391482999693,pos
711,5,-0.112032836744768,neg
712,7,0.238147292559921,pos
713,5,0.374144370085402,pos
714,1,0.197335810128125,pos
715,7,0.0615887878091415,pos
716,7,-0.0183197052290947,neg
717,7,0.244275065071362,pos
718,6,0.170620741182716,pos
719,6,-0.0335193845415232,neg
720,1,0.129180907783476,pos
721,1,0.368766675853107,pos
722,7,0.160796784032461,pos
723,2,-0.0569114603858873,neg
724,3,-0.0234090693413875,neg
725,4,0.156992536115272,pos
726,6,0.224567234975842,pos
727,5,0.310520902505798,pos
728,6,0.225733678024076,pos
729,3,0.571198854731572,pos
730,3,-0.0278543007265578,neg
731,5,0.551197613309745,pos
732,6,-0.0489466856268085,neg
733,3,0.140288773707754,pos
734,0,-0.0398365300294511,neg
735,1,0.295569159121652,pos
736,7,0.293861450475258,pos
737,1,0.314221212606026,pos
738,7,-0.059153733056811,neg
739,1,0.457916471263754,pos
740,1,0.242562730827265,pos
741,5,0.0538317708925588,pos
742,1,0.265743095093563,pos
743,2,-0.172041850288165,neg
744,7,-0.0376116569957968,neg
745,1,0.14068790993889,pos
746,1,0.214979351724083,pos
747,1,-0.166424605328962,neg
748,7,0.0557294076437073,pos
749,6,0,neu
750,1,0.203081868491496,pos
751,7,0.00475311210058685,neu
752,7,0.289470653697276,pos
753,7,0.00558297528166397,neu
754,7,0.306677483779795,pos
755,6,0.19430571299334,pos
756,2,0.0450143132105359,pos
757,1,0.166612869041075,pos
758,4,0.169098824544615,pos
759,5,-0.0656811940786984,neg
760,7,0.312879697416152,pos
761,8,0.0266494392924751,pos
762,8,0.26787651182667,pos
763,6,0.478575484437858,pos
764,6,0.245973834959534,pos
765,3,0.363508223109706,pos
766,3,0.258271596346532,pos
767,1,-0.0581537852334466,neg
768,8,-0.166232968801381,neg
769,6,0.0299349355364074,pos
770,1,-0.0828009575265351,neg
771,0,0.0494146147309486,pos
772,7,0.209686051069135,pos
773,7,0.104675091844533,pos
774,6,0.379841451486829,pos
775,1,-0.00178560077071321,neu
776,7,0.344293226053856,pos
777,6,0.234995183368971,pos
778,1,0.146317154423486,pos
779,6,0.0792853501269124,pos
780,6,0.0659871686743217,pos
781,7,0.354724488716296,pos
782,7,0.160349913990133,pos
783,5,0.119880174079954,pos
784,5,0.224111106145082,pos
785,1,0.565647796556622,pos
786,4,-0.264854975579321,neg
787,6,0.553047947439273,pos
788,7,0.167810349572435,pos
789,1,0.10531342110353,pos
790,1,-0.337019995043577,neg
791,1,0.142313480999172,pos
792,5,-0.025283485801238,neg
793,1,0.128420946789513,pos
794,7,0.186589767390194,pos
795,1,-0.0198183875822447,neg
796,8,0.0233003713315051,pos
797,8,0.313958808982539,pos
798,6,0.127266878759601,pos
799,3,0.235168764045924,pos
800,1,0.312490482020243,pos
801,1,0.210482138417278,pos
802,6,0.413127012358492,pos
803,1,0.0273763501196292,pos
804,6,0.117592022116742,pos
805,7,0.164177294703749,pos
806,7,0.255391645241046,pos
807,6,0.226573328169038,pos
808,6,0.091197441831237,pos
809,0,-0.120844820320829,neg
810,6,0.205734553409706,pos
811,1,0.166506576773951,pos
812,7,0.119654095615785,pos
813,7,0.0129382078824613,pos
814,7,0.047047704984322,pos
815,1,0.35465771930614,pos
816,2,-0.170683633868348,neg
817,5,0.00796400462481618,neu
818,1,0.116390720739088,pos
819,6,0.347826055848127,pos
820,7,0.022838703755886,pos
821,7,0.22738656065048,pos
822,6,0.147342121802733,pos
823,1,-0.0107962806364951,neg
824,7,-0.166439050705553,neg
825,4,0.0286160510465356,pos
826,6,0.389863527763467,pos
827,5,-0.333780229905904,neg
828,7,0.10255332869331,pos
829,8,0.181742897931655,pos
830,4,0.328982672984661,pos
831,1,0.0514782789707456,pos
832,5,0.240585146626691,pos
833,6,0.192714390476947,pos
834,7,0.264835010765201,pos
835,1,0.0705324895012642,pos
836,5,0.0681397061218111,pos
837,6,0.0535269829040161,pos
838,0,0.174931371256288,pos
839,5,-0.0573510377029187,neg
840,6,0.0191412090077199,pos
841,6,0.0560189978096734,pos
842,7,0.23421368870853,pos
843,4,0.0821636864131826,pos
844,7,0.15895759473942,pos
845,7,0.217426984196139,pos
846,5,0.181233564160917,pos
847,8,0.0696563460614412,pos
848,3,0.152180050927618,pos
849,3,0.216935142846922,pos
850,5,0.083185101322021,pos
851,5,0.220038118147029,pos
852,6,0.0406923622103466,pos
853,5,0.319472047287189,pos
854,1,0.326060531734722,pos
855,4,0.269818141427985,pos
856,5,0.130267941573675,pos
857,5,0.354408826380143,pos
858,3,0.567660186541508,pos
859,6,0.28862041498902,pos
860,5,0.0596289773282637,pos
861,6,0.128887628116602,pos
862,5,0.00812695655813614,neu
863,6,0.246157634388748,pos
864,6,0.189421696186932,pos
865,7,0.0245824079154323,pos
866,7,-0.173237903274376,neg
867,1,0.100877724983071,pos
868,7,0.218027339754091,pos
869,7,0.247802149804691,pos
870,1,0.00244238664592116,neu
871,6,0.330966167584171,pos
872,5,-0.0813355201235096,neg
873,5,-0.125008279604322,neg
874,3,0.184773336438571,pos
875,5,-0.113190116512974,neg
876,7,0.165137139485685,pos
877,4,-0.125084079464179,neg
878,6,0.260266727928536,pos
879,4,0.0184591201399817,pos
880,4,0.0656221190576995,pos
881,6,0.200460995119976,pos
882,5,0.173554250456789,pos
883,7,0.111012346620878,pos
884,7,0.243039607362268,pos
885,7,0.228135661760804,pos
886,4,0.129065920376029,pos
887,7,-0.130835127224913,neg
888,7,0.307400329065448,pos
889,7,0.200609783170388,pos
890,7,0.126739576457629,pos
891,7,0.332284428663775,pos
892,3,0.275174328717318,pos
893,5,-0.187135726384882,neg
894,4,0.309683443717623,pos
895,1,0.310572611273982,pos
896,1,0.0548473937099719,pos
897,6,-0.0572381534773903,neg
898,5,0.325812614123222,pos
899,1,0.106082602081485,pos
900,5,0.183305297844464,pos
901,7,0.0518236264988608,pos
902,6,0.32352300086575,pos
903,5,0.127166245737348,pos
