X,topic_number,sentiment,type_of_sentiment
11620,5,0.239640387400562,pos
11621,4,0.0550788909023573,pos
11622,6,0.0460159668244842,pos
11623,6,0.276642488139359,pos
11624,2,-0.211901479541082,neg
11625,8,-0.499253119849096,neg
11626,1,0.102270798718122,pos
11627,7,0.379463455955644,pos
11628,4,0.308457254399554,pos
11629,4,0.614019378954111,pos
11630,4,0.350423157725049,pos
11631,0,-0.108096995271796,neg
11632,8,-0.109413645574308,neg
11633,6,-0.0566416568401864,neg
11634,5,0.0163467274823097,pos
11635,3,0.0248970442845444,pos
11636,4,0.282780581033318,pos
11637,7,0.0567512866528718,pos
11638,3,0.445529627981689,pos
11639,7,0.10130818991,pos
11640,1,0.167096818590391,pos
11641,6,0.361891563599297,pos
11642,7,0.234430309601903,pos
11643,7,-0.0475019738831727,neg
11644,5,0.209555927949499,pos
11645,8,0.0135649477294777,pos
11646,6,-0.0197014539285628,neg
11647,7,0.349626012041578,pos
11648,6,-0.0280586249685535,neg
11649,4,0.307820132648226,pos
11650,7,0.0912517329317583,pos
11651,1,0.0148762405588387,pos
11652,6,-0.0240222988058664,neg
11653,8,0.075789917015101,pos
11654,2,0.190166931619133,pos
11655,6,0.145083921495369,pos
11656,8,0.0677307894597207,pos
11657,3,0.568453186127735,pos
11658,6,0.149906305010497,pos
11659,6,0.227419684055234,pos
11660,1,0.835359396379918,pos
11661,5,-0.0260687843891133,neg
11662,5,0.21438040009317,pos
11663,6,0.248040214208091,pos
11664,1,0.134795319679113,pos
11665,5,0.412096233648947,pos
11666,5,0.609166564714031,pos
11667,7,0.243987121587706,pos
11668,6,0.235522319510573,pos
11669,3,0.240734840598457,pos
11670,3,-0.061895070363998,neg
11671,2,-0.145259755927013,neg
11672,7,0.0110959218009115,pos
11673,5,0.331401733099201,pos
11674,0,-0.145786312969921,neg
11675,6,0.188994543810928,pos
11676,5,0.258944144098906,pos
11677,6,0.288970599554947,pos
11678,7,0.112989324487866,pos
11679,3,0.352794961811579,pos
11680,8,0.307362070271786,pos
11681,6,0.771997105607525,pos
11682,6,0.464992915857309,pos
11683,5,0.188494500406379,pos
11684,8,-0.0427866128310713,neg
11685,3,0.494733255160505,pos
11686,6,0.0670229989934974,pos
11687,1,0.410543585301378,pos
11688,1,0.344073020206883,pos
11689,7,0.1109783031104,pos
11690,7,0.221419534470194,pos
11691,5,0.196960317987694,pos
11692,5,0.107771599014433,pos
11693,4,0.323305466935748,pos
11694,4,0.157598119905411,pos
11695,4,0.33648039122447,pos
11696,8,0.042912533352204,pos
11697,0,-0.223453215095366,neg
11698,0,-0.117102014443936,neg
11699,6,0.0771396430740616,pos
11700,8,0.0483434326602769,pos
11701,6,0.254298202995898,pos
11702,7,0.258714017811159,pos
11703,4,-0.270306678787884,neg
11704,7,0.201579489608731,pos
11705,3,0.339655851460452,pos
11706,6,0.290626675728812,pos
11707,6,0.19857237010505,pos
11708,7,0.0695329545323327,pos
11709,3,0.534657978219736,pos
11710,7,0.292947603127322,pos
11711,5,0.144524978987427,pos
11712,7,0.384746810688288,pos
11713,3,0.300892476804319,pos
11714,6,-0.211705168458372,neg
11715,7,0.176129512151966,pos
11716,6,0.161078548516238,pos
11717,6,0.195802258301923,pos
11718,7,0.161573855587622,pos
11719,2,0.299854187933745,pos
11720,6,0.556457144530373,pos
11721,7,0.251383538034647,pos
11722,5,0.151797166491599,pos
11723,8,0.0769501377308217,pos
11724,7,0.231067143317293,pos
11725,1,0.199029309974426,pos
11726,3,0.0321290763015795,pos
11727,5,0.0719156184002645,pos
11728,4,0.0594512354370984,pos
11729,1,0.369565976672195,pos
11730,6,0.0843997635140975,pos
11731,6,0.111055664708445,pos
11732,6,0.0750569362759823,pos
11733,6,0.0885103933776376,pos
11734,1,0.511275178165729,pos
11735,5,0.0761366364440349,pos
11736,6,0.0288762480497274,pos
11737,7,-0.0503782567056199,neg
11738,8,0.35673021058385,pos
11739,6,0.087521747225489,pos
11740,8,-0.0291728597293743,neg
11741,1,-0.0948181948125738,neg
11742,6,0.0657739971490896,pos
11743,1,0.260156677594855,pos
11744,6,0.19062566563107,pos
11745,3,0.14582561208384,pos
11746,6,0.362730775587444,pos
11747,1,0.244120840979245,pos
11748,0,0.280687933238476,pos
11749,8,0.146076032191767,pos
11750,8,0.226953614935441,pos
11751,4,0.0710422353184877,pos
11752,6,0.350756853281832,pos
11753,7,0.19713141816899,pos
11754,5,0.204440108543847,pos
11755,7,0.167229592283921,pos
11756,7,0.137336419357224,pos
11757,1,0.155380531315812,pos
11758,7,-0.0165301034410334,neg
11759,4,0.429556298482239,pos
11760,6,0.286700105062623,pos
11761,7,0.162694234803098,pos
11762,3,0.0379348532179717,pos
11763,7,0.0651755927898629,pos
11764,8,0.089563039011781,pos
11765,6,0.321788132897116,pos
11766,5,0.0261501739747461,pos
11767,5,0.304979112714007,pos
11768,2,0.00766246017556143,neu
11769,5,0.461004016533093,pos
11770,5,0.318932876162597,pos
11771,3,0.0695924806710102,pos
11772,1,0.405582855581151,pos
11773,1,0.0677623279701139,pos
11774,7,0.184767182083638,pos
11775,3,0.0424497143152243,pos
11776,4,0.0597155208165497,pos
11777,8,0.0728308119645334,pos
11778,6,0.545996592950635,pos
11779,1,-0.0773069584747142,neg
11780,8,0.264650007561763,pos
11781,6,0.157512461329299,pos
11782,8,-0.0650987273216415,neg
11783,3,0.28619701990918,pos
11784,3,0.26900647141238,pos
11785,1,0.144196314453654,pos
11786,6,0.178205962789044,pos
11787,6,0.276498951246754,pos
11788,8,-0.0599001145881668,neg
11789,6,-0.163663960880749,neg
11790,8,0.153817787811754,pos
11791,3,0.267968734537802,pos
11792,1,0.364888847637484,pos
11793,5,-0.0391810655838121,neg
11794,4,0.0589213872790708,pos
11795,5,0.083604807304338,pos
11796,7,0.342506714049119,pos
11797,1,0.234515552497181,pos
11798,6,0.381693804565474,pos
11799,3,0.401371102574301,pos
11800,5,0.210677064506667,pos
11801,3,0.121287080358142,pos
11802,5,-0.145485424690258,neg
11803,7,0.24006259601437,pos
11804,6,0.222020180780937,pos
11805,7,0.222449772277766,pos
11806,8,0.489323355552798,pos
11807,4,0.21936383445806,pos
11808,4,0.351598874880536,pos
11809,6,0.229489768776529,pos
11810,5,0.235703353677065,pos
11811,4,-0.121859017457327,neg
11812,8,0.138896685263969,pos
11813,4,-0.167921709954262,neg
11814,3,0.211190253394323,pos
11815,0,0.107285620606478,pos
11816,3,0.297564258457231,pos
11817,1,0.0833439267335379,pos
11818,5,0.0171332901943411,pos
11819,5,0.122057654603714,pos
11820,1,0.262718573006471,pos
11821,8,0.113835458172802,pos
11822,1,0.684442752207671,pos
11823,4,0.103269889156298,pos
11824,2,0.0758888443029921,pos
11825,1,0.319040258295339,pos
11826,3,0.276785060645491,pos
11827,7,0.271928831320757,pos
11828,5,0.137070667945049,pos
11829,3,0.251984197713058,pos
11830,1,0.252561229769271,pos
11831,7,0.245837067469364,pos
11832,7,0.250620437722636,pos
11833,1,0.0578028185091703,pos
11834,8,-0.0146509940876372,neg
11835,5,0.245333812774915,pos
11836,7,0.183285550626768,pos
11837,6,-0.14264581982929,neg
11838,7,0.028802684296163,pos
11839,5,0.0687837910415539,pos
11840,3,0.131675486232651,pos
11841,5,0.0670590630481282,pos
11842,7,0.136681489030155,pos
11843,1,0.154531808499153,pos
11844,7,0.136855691949502,pos
11845,7,0.30313864468315,pos
11846,1,0.269176661515326,pos
11847,7,0.0477936227278657,pos
11848,4,0.615488867233329,pos
11849,5,0.243955681387016,pos
11850,4,0.380953925647571,pos
11851,8,0.182305809198766,pos
11852,1,-0.0179503601737763,neg
11853,3,0.0824884350246451,pos
11854,7,0.158158024731623,pos
11855,4,0.321546204829185,pos
11856,1,0.182354453383436,pos
11857,7,0.203289260320459,pos
11858,4,0.199760936069037,pos
11859,7,0.0191880528341481,pos
11860,6,0.0852186045908402,pos
11861,4,0.0339023866120771,pos
11862,5,0.212334348304666,pos
11863,6,0.756074024773157,pos
11864,1,-0.0179035899420607,neg
11865,6,0.0879993222593331,pos
11866,6,0.223390139255903,pos
11867,3,0.0908627021308282,pos
11868,8,0.478396756979524,pos
11869,6,0.221808132291369,pos
11870,0,0.199019529708297,pos
11871,3,0.144819073623513,pos
11872,6,0.235676636626967,pos
11873,7,0.112119146658886,pos
11874,8,0.0299368708352485,pos
11875,8,-0.0354299749280743,neg
11876,3,0.570011580614937,pos
11877,3,-0.0128703926192868,neg
11878,4,0.0417781599306936,pos
11879,1,-0.0404754149478416,neg
11880,5,0.157136374618323,pos
11881,8,-0.00534274819739815,neu
11882,1,0.128079018091585,pos
11883,7,0.146552248641067,pos
11884,5,0.388533118039934,pos
11885,6,0.0740178368222588,pos
11886,5,0.0908967954195123,pos
11887,6,-0.0995293471299554,neg
11888,4,-0.0100726084108451,neg
11889,5,0.0396618054244674,pos
11890,5,0.13347200950144,pos
11891,3,0.43469432064798,pos
11892,6,-0.0679180802597237,neg
11893,6,0.371359149929427,pos
11894,1,0.330943028879252,pos
11895,6,0.0742147093120023,pos
11896,6,0.246503973949184,pos
11897,1,-0.114439474725644,neg
11898,4,0.737495031496307,pos
11899,1,-0.21271874244789,neg
11900,5,0.220841263921018,pos
11901,8,0.320615265079628,pos
11902,6,0.246425811182872,pos
11903,6,-0.262781114426706,neg
11904,5,0.388585343101682,pos
11905,3,0.381243378338285,pos
11906,8,0.253267551080798,pos
11907,6,0.515012984291017,pos
11908,5,-0.0353379056137499,neg
11909,3,0.452367204879974,pos
11910,6,0.152322925325307,pos
11911,4,0.0455371480864986,pos
11912,4,0.0106387901263638,pos
11913,7,0.229640571179126,pos
11914,3,0.408969042652108,pos
11915,7,0.23440113687658,pos
11916,1,0.190081629312682,pos
11917,5,-0.141286648777483,neg
11918,7,0.079883699625607,pos
11919,4,0.0355971386650677,pos
11920,3,0.375784688245818,pos
11921,1,0.0819820314958217,pos
11922,7,0.11194959480812,pos
11923,1,0.13415955975664,pos
11924,4,0.115476076996858,pos
11925,4,0.112409982313164,pos
11926,5,0.401844218559357,pos
11927,3,0.130956467395311,pos
11928,5,0.0099119774448663,neu
11929,4,0.311559124054784,pos
11930,1,0.106792747837268,pos
11931,1,0.23828158105506,pos
11932,7,0.282265072540616,pos
11933,6,-0.442889878840558,neg
11934,2,0.151726073215024,pos
11935,4,0.19303865642125,pos
11936,5,0.224204027185865,pos
11937,3,0.159628795753234,pos
11938,7,0.0401034420535243,pos
11939,1,0.159667979622635,pos
11940,5,0.421067577444815,pos
11941,6,0.152836796807011,pos
11942,4,0.0740287731478564,pos
11943,6,0.363987217620697,pos
11944,6,0.0714642748083881,pos
11945,6,0.288939831240869,pos
11946,7,0.371823148131147,pos
11947,3,0.186459155907079,pos
11948,7,0.240009966543029,pos
11949,4,0.15827842544537,pos
11950,1,0.0484331323261809,pos
11951,7,-0.112951379118039,neg
11952,3,0.291448147253902,pos
11953,3,0.174734774180593,pos
11954,5,0.0268698260951995,pos
11955,4,-0.152686686695764,neg
11956,6,0.280315530510789,pos
11957,7,0.218059415085217,pos
11958,4,0.360567759414848,pos
11959,1,0.370851341474318,pos
11960,4,-0.287697991138963,neg
11961,7,0.661522029092868,pos
11962,6,0.0416292772147957,pos
11963,1,0.160730454381674,pos
11964,1,-0.0632474065240742,neg
11965,7,0.166661219087626,pos
11966,4,0.335029432042133,pos
11967,4,0.233976352322368,pos
11968,7,0.16440672685523,pos
11969,1,-0.0735330073790889,neg
11970,3,0.0972142331706508,pos
11971,6,0.254151491735041,pos
11972,6,-0.0124048901695904,neg
11973,8,-0.0615754598766942,neg
11974,7,0.0298051506677518,pos
11975,4,0.234165997596078,pos
11976,8,0.211676423241889,pos
11977,0,-0.0700301428788479,neg
11978,7,0.0300992641942468,pos
11979,1,0.177917019497316,pos
11980,1,0.209780327590307,pos
11981,5,0.0759194069291583,pos
11982,7,0.334879883155347,pos
11983,2,-0.148438063385884,neg
11984,3,0.197614326968407,pos
11985,4,0.243413842149711,pos
11986,3,0.132324366728589,pos
11987,3,0.230878420989869,pos
11988,1,0.112533649946137,pos
11989,0,-0.120124588418294,neg
11990,8,-0.386923342153247,neg
11991,1,0.739785643198247,pos
11992,6,0.500290577115712,pos
11993,6,-0.0825444269068272,neg
11994,4,-0.0266791274170817,neg
11995,5,-0.0404144592126688,neg
11996,6,0.362823105775332,pos
11997,6,-0.465146759774661,neg
11998,6,0.12638388664133,pos
11999,4,0.271282293189702,pos
12000,3,0.360008725124491,pos
12001,2,0.22168461386296,pos
12002,1,0.0760165883884659,pos
12003,1,0.212774795476486,pos
12004,7,0.44508074581576,pos
12005,5,0.0662583010212782,pos
12006,4,0.113211874788673,pos
12007,7,0.278518509733037,pos
12008,7,0.04519642216072,pos
12009,4,0.105253263759602,pos
12010,1,0.20789792683335,pos
12011,4,0.260613922796507,pos
12012,1,-0.00343194917065956,neu
12013,2,-0.0146896993069249,neg
12014,6,0.125833770695993,pos
12015,6,0.0412183990645918,pos
12016,1,0.474085120247657,pos
12017,2,0.184251366376524,pos
12018,1,0.252696901319821,pos
12019,1,0.168693584028773,pos
12020,2,-0.241919002285703,neg
12021,7,0.148026657960017,pos
12022,6,0.209397010557456,pos
12023,1,0.260609659772451,pos
12024,1,0.17787093616804,pos
12025,4,0.112320060915472,pos
12026,6,0.487711709248407,pos
12027,5,0.222863540127639,pos
12028,1,-0.0331410354622898,neg
12029,3,0.689482342516931,pos
12030,6,0.073871507530481,pos
12031,5,0.0435159000308844,pos
12032,7,0.081425455157066,pos
12033,5,0.0711332350886856,pos
12034,1,0.0521303828305743,pos
12035,1,-0.0597959784431483,neg
12036,5,0.321726820944592,pos
12037,7,0.206339087746465,pos
12038,4,0.323710178222169,pos
12039,5,0.265172785270009,pos
12040,6,-0.16408954117955,neg
12041,6,0.311629589512217,pos
12042,7,-0.098717653400836,neg
12043,1,0.14611258184239,pos
12044,5,0.295198362690958,pos
12045,5,0.178698456374434,pos
12046,6,0.290578855139012,pos
12047,5,0.00338895799233952,neu
12048,5,-0.0224255877344973,neg
12049,6,-0.0589991518753846,neg
12050,6,0.0795315196468659,pos
12051,7,0.167014514795815,pos
12052,1,-0.168545595534281,neg
12053,4,0.434620101153798,pos
12054,3,0.192517335973003,pos
12055,4,-0.152888044021262,neg
12056,6,-0.062450639377613,neg
12057,6,0.171401328098427,pos
12058,5,0.0743448094274345,pos
12059,1,-0.153708294969936,neg
12060,5,0.469569105985275,pos
12061,6,-0.0105703921656174,neg
12062,3,0.555143359639976,pos
12063,7,-0.113284729941965,neg
12064,6,-0.195931718957981,neg
12065,5,0.251568622434463,pos
12066,6,0.338377173147878,pos
12067,6,-0.0163278720167383,neg
12068,3,0.399885978751447,pos
12069,4,0.361237465824026,pos
12070,5,0.23866348466539,pos
12071,3,-0.0614119623539375,neg
12072,1,0.217132122088978,pos
12073,5,0.118239024924905,pos
12074,7,0.28050770466489,pos
12075,5,0.146113506730696,pos
12076,0,-0.156052454566032,neg
12077,7,0.214101080176829,pos
12078,4,0.608676045197709,pos
12079,6,0.0614370939814102,pos
12080,4,-0.0129030492638795,neg
12081,7,0.290930680004477,pos
12082,1,0.124747426194337,pos
12083,6,-0.0722744442623491,neg
12084,7,0.126936069666958,pos
12085,8,-0.244206636211908,neg
12086,4,0.138021885686655,pos
12087,8,-0.140221817165311,neg
12088,6,0.0976130046178556,pos
12089,2,-0.198582305188278,neg
12090,5,0.257992322631042,pos
12091,3,0.237296578334022,pos
12092,1,0.106130805210679,pos
12093,2,-0.207519625708361,neg
12094,6,0.15608623848553,pos
12095,6,0.0463091091808694,pos
12096,5,-0.0915363115489288,neg
12097,4,0.193995639184734,pos
12098,6,0.404074718316265,pos
12099,8,0.0708569072437621,pos
12100,3,0.0910495535753661,pos
12101,7,0.0381509116583884,pos
12102,3,0.169541915794225,pos
12103,6,0.363796482332231,pos
12104,2,-0.202343557415268,neg
12105,4,0.282219111412331,pos
12106,4,0.253947057793641,pos
12107,6,0.0288675134594813,pos
12108,4,0.206647709654032,pos
12109,5,-0.123246217979501,neg
12110,7,0.126585020601494,pos
12111,3,0.0232894523574808,pos
12112,0,-0.213761610000908,neg
12113,5,0.13881956390014,pos
12114,1,0.0891871702369743,pos
12115,3,0.259787096928005,pos
12116,7,0.330129698468064,pos
12117,6,0.141577877194045,pos
12118,2,-0.263921390540315,neg
12119,8,0.087243930649432,pos
12120,6,0.275667969724511,pos
12121,4,-0.0326024198728091,neg
12122,7,0.0072426427477922,neu
12123,1,0.0657268351683908,pos
12124,1,-0.00633088425386559,neu
12125,7,0.145586581456772,pos
12126,5,0.172480877906478,pos
12127,3,0.245275325119495,pos
12128,4,0.264682158713188,pos
12129,0,0.165225449586438,pos
12130,6,0.111545721652576,pos
12131,3,0.488809889321357,pos
12132,2,0.0620741840984367,pos
12133,5,0.100639989245183,pos
12134,6,0.18261862609921,pos
12135,4,0.212081390376068,pos
12136,7,-0.0296074042043015,neg
12137,5,0.28491927683479,pos
12138,5,0.241302945169707,pos
12139,4,0.775411362610282,pos
12140,3,0.226123364837375,pos
12141,4,0.330498400306506,pos
12142,6,0.267884912944278,pos
12143,1,0.330403516105189,pos
12144,5,0.203024640779264,pos
12145,1,-0.189151946719048,neg
12146,5,0.0989214624998309,pos
12147,6,-5.27262134752673e-4,neu
12148,3,0.321181198497818,pos
12149,4,-0.320041731233426,neg
12150,5,0.170169132334563,pos
12151,7,0.209426636633033,pos
12152,6,-0.0385700553908131,neg
12153,4,0.106149045998863,pos
12154,6,0.191129866697938,pos
12155,3,0.382767796984273,pos
12156,5,0.057279055914328,pos
12157,5,0.0133374302706207,pos
12158,1,0.261137560720293,pos
12159,2,-0.0204712331733731,neg
12160,5,0.166195560437409,pos
12161,5,0.229078520232985,pos
12162,6,0.439469812854249,pos
12163,6,0.45520067933135,pos
12164,5,0.270625793755914,pos
12165,1,0.164814600123776,pos
12166,5,0.0749925843596376,pos
12167,4,0.285210038679759,pos
12168,0,-0.147388685905166,neg
12169,3,0.219360509706264,pos
12170,6,-0.170751100887576,neg
12171,2,-0.235848379336751,neg
12172,2,-0.0793495491603566,neg
12173,6,0.263611498016072,pos
12174,2,-0.0706768651780564,neg
12175,0,0.0688227164832301,pos
12176,6,0.19401574358712,pos
12177,4,0.0538641081858192,pos
12178,8,0.103088060535083,pos
12179,8,0.0785648482843281,pos
12180,6,-0.163239094014022,neg
12181,4,0.100484214006496,pos
12182,1,0.192536377645409,pos
12183,1,-0.168752026362002,neg
12184,4,0.151380303640477,pos
12185,6,0.204552002333138,pos
12186,8,0.252310256224496,pos
12187,1,0.170144674018916,pos
12188,7,0.059024865628297,pos
12189,8,0.0756665531576626,pos
12190,0,0.122491534675932,pos
12191,1,-0.0765339201151359,neg
12192,6,-0.0168373013362727,neg
12193,0,0.337052171183019,pos
12194,1,-0.0868973487305496,neg
12195,4,0.375226086870024,pos
12196,4,0.242743218946436,pos
12197,8,0.00974662958762839,neu
12198,6,0.424391587124184,pos
12199,1,0.191391742394665,pos
12200,6,0.118080886969515,pos
12201,1,0.169262358240823,pos
12202,0,0.246444775763709,pos
12203,3,0.510841657442734,pos
12204,5,0.140485084637564,pos
12205,3,0.212170061425977,pos
12206,6,0.151373772850307,pos
12207,6,0.451842436864917,pos
12208,6,0.307808042237777,pos
12209,6,0.14975838754737,pos
12210,7,0.154479074205968,pos
12211,4,-0.0530625937642887,neg
12212,6,0.0318508778329324,pos
12213,1,0.409724761427333,pos
12214,5,0.1909940761802,pos
12215,4,0.39035207870037397,pos
12216,5,0.10730266147393,pos
12217,7,0.154510667140477,pos
12218,8,-0.228802016756355,neg
12219,3,0.342098408231977,pos
12220,8,-0.220356179167359,neg
12221,1,-0.164127847819026,neg
12222,4,0.147445591331127,pos
12223,5,0.325704055721437,pos
12224,6,0.105271547794129,pos
12225,2,-0.0178064906039246,neg
12226,2,0.150484783148266,pos
12227,8,0.0970953634597128,pos
12228,5,0.137634598580824,pos
12229,6,0.339496970956692,pos
12230,5,0.106243125896746,pos
12231,5,0.135440564206009,pos
12232,7,0.212774731509738,pos
12233,6,0.235070053301729,pos
12234,1,0.649301846184318,pos
12235,8,-0.126041285224125,neg
12236,4,0.0928496779807386,pos
12237,4,0.127442734313338,pos
12238,5,-0.0277904611440549,neg
12239,4,0.303845367795789,pos
12240,8,0.261054741121219,pos
12241,6,0.314540431128585,pos
12242,5,0.221067098454236,pos
12243,3,0.225666071364373,pos
12244,8,0.35814345386928,pos
12245,3,0.161632888286199,pos
12246,7,0.205374240568688,pos
12247,3,0.176206590024194,pos
12248,6,0.419578650757249,pos
12249,8,0.279467144908468,pos
12250,7,0.273333198403544,pos
12251,8,0.166980720131893,pos
12252,0,0.0490618367064345,pos
12253,3,0.158542288777578,pos
12254,6,0.119917223484465,pos
12255,3,0.162407786188857,pos
12256,5,-0.161168465870675,neg
12257,6,0.271562373291427,pos
12258,6,0.346412250462236,pos
12259,6,0.333681874427548,pos
12260,5,0.0234055728007571,pos
12261,6,0.108069837673389,pos
12262,5,0.00784527157588566,neu
12263,7,0.194034588768809,pos
12264,1,0.269373714672858,pos
12265,1,0.130954003926615,pos
12266,7,0.230277029781253,pos
12267,7,0.239517437821776,pos
12268,2,-0.164097225538116,neg
12269,7,0.222807004455062,pos
12270,5,-0.0265201338286262,neg
12271,6,0.181792530521569,pos
12272,7,0.00524641074307223,neu
12273,1,0.130054048786356,pos
12274,6,0.193554037096632,pos
12275,4,0.310853423761327,pos
12276,7,0.115185982518613,pos
12277,7,0.113685908173112,pos
12278,7,0.283106143840831,pos
12279,5,0.16018779634741,pos
12280,1,0.16099810499116,pos
12281,7,0.0403928847913688,pos
12282,7,0.267604155338356,pos
12283,1,0.170774461224757,pos
12284,6,0.0871260284983186,pos
12285,1,0.130405789638736,pos
12286,7,-0.185883513858458,neg
12287,1,0.191593260496611,pos
12288,7,-0.0446446031010685,neg
12289,4,0.505904739734347,pos
12290,5,0.135127642462078,pos
12291,5,0.205811578351815,pos
12292,5,0.0163262033204332,pos
12293,7,0.0455648620119558,pos
12294,7,0.057386891218549,pos
12295,7,0.195699574173753,pos
12296,3,0.135946230385764,pos
12297,5,0.340240034897448,pos
12298,5,0.39928572292807,pos
12299,6,0.423214594192777,pos
12300,4,0.186526363335821,pos
12301,6,0.16601410181651,pos
12302,6,0.0530435639396599,pos
12303,0,-0.092333653344227,neg
12304,5,-0.122052649372579,neg
12305,5,0.057563346044067,pos
12306,5,0.235542956310011,pos
12307,3,0.904517563067938,pos
12308,4,0.160124606048018,pos
12309,7,0.0625208576540983,pos
12310,6,0.191972430785029,pos
12311,8,-0.101374517314995,neg
12312,6,0.292808076167991,pos
12313,1,0.251048598188771,pos
12314,6,-0.194040822209401,neg
12315,4,0.313411293916277,pos
12316,7,0.106026976282328,pos
12317,5,0.210289129202338,pos
12318,4,0.187462862307702,pos
12319,5,0.134486608443642,pos
12320,5,0.297903586114506,pos
12321,4,0.0303286835632077,pos
12322,1,0.33248299212494,pos
12323,4,0.652909402184782,pos
12324,7,0.0359578106269496,pos
12325,0,-0.0229625344357534,neg
12326,5,0.223301911826332,pos
12327,0,-0.358755485128629,neg
12328,7,0.179325459234339,pos
12329,4,0.063367091766004,pos
12330,5,0.174110928787957,pos
12331,4,-0.076107988627841,neg
12332,3,0.236515657525995,pos
12333,7,0.25234431887027,pos
12334,7,-0.0381640264955962,neg
12335,6,0.342469005877022,pos
12336,1,0.0626795862723645,pos
12337,1,0.260125201430026,pos
12338,7,0.26822888488717,pos
12339,6,-0.0296500286695526,neg
12340,7,0.0432598958684466,pos
12341,0,0.207482154569299,pos
12342,4,0.417269703955773,pos
12343,1,0.176251964749609,pos
12344,7,0.260662096355866,pos
12345,7,-0.439243418728997,neg
12346,4,0.0400471077912687,pos
12347,6,0.210446733819165,pos
12348,1,0.368842677802916,pos
12349,1,0.0150715116388171,pos
12350,4,-0.113322908104072,neg
12351,4,0.117551434926765,pos
12352,6,0.233638444806435,pos
12353,1,0.169153282344409,pos
12354,6,0.0623944732466679,pos
12355,7,0.318447224461092,pos
12356,3,0.634601121201751,pos
12357,4,0.231491219108459,pos
12358,7,0.0102945198740408,pos
12359,3,0.263975989598027,pos
12360,5,0.132055180103936,pos
12361,5,0.380727679048042,pos
12362,5,0.00326916224972892,neu
12363,3,0.517005656572926,pos
12364,0,0.0423664306014082,pos
12365,0,-0.198173827544415,neg
12366,7,0.324847311223426,pos
12367,6,0.253091034948113,pos
12368,1,0.139937513060963,pos
12369,1,0.30488497463787,pos
12370,6,0.0724298057454868,pos
12371,7,0.255434349474747,pos
12372,5,0.292027425187685,pos
12373,7,0.125932667331277,pos
12374,2,0.416707252685609,pos
12375,2,-0.0768976846750947,neg
12376,7,0.127452929344633,pos
12377,8,0.33384498074379,pos
12378,2,0.190758836793758,pos
12379,6,0.0076148195239317,neu
12380,3,0.417309944969611,pos
12381,8,0.113111377066147,pos
12382,8,0.153836410072908,pos
12383,4,0.397607666274541,pos
12384,0,0.15318484422342,pos
12385,5,0.040176628767801,pos
12386,8,0.0832730040038293,pos
12387,1,0.0834682370498452,pos
12388,6,0.0938769695487003,pos
12389,8,0.401537007434067,pos
12390,6,0.0157495676382746,pos
12391,1,0.307670016596659,pos
12392,5,0.231474189168271,pos
12393,7,0.203493559910484,pos
12394,6,0.152802007121064,pos
12395,6,0.60640795516745,pos
12396,7,0.115366961936143,pos
12397,1,-0.0296099205163501,neg
12398,5,0.309630802653705,pos
12399,6,0.116886287150574,pos
12400,7,0.111983922155619,pos
12401,4,-0.00593092264668371,neu
12402,7,0.264872313176119,pos
12403,4,-0.00774551005433524,neu
12404,7,0.208742393391441,pos
12405,7,-0.0739418588675264,neg
12406,7,-0.0591210983042134,neg
12407,6,0.113991068362458,pos
12408,8,0.0908758226408032,pos
12409,8,0.298214932336918,pos
12410,5,0.0996378232593587,pos
12411,7,0.0344940788273161,pos
12412,6,-0.0789609815081915,neg
12413,6,0.0466771825161828,pos
12414,3,0.203125234307106,pos
12415,7,-0.0430037684155857,neg
12416,7,0.116346741148638,pos
12417,4,0.311579933829725,pos
12418,1,0.0686699072667137,pos
12419,1,0.072124030491695107,pos
12420,0,-0.0308504276183978,neg
12421,3,0.485678729964217,pos
12422,7,0.0205571553789049,pos
12423,4,-0.00693648494364137,neu
12424,1,0.227676508098467,pos
12425,4,0.152592082847181,pos
12426,5,0.10466178025774,pos
12427,6,-0.183725555844867,neg
12428,4,0.295658182025963,pos
12429,7,0.214670290101707,pos
12430,7,0.0601759294225658,pos
12431,0,0.134937836586282,pos
12432,1,0.212851399127909,pos
12433,6,0.490862599056256,pos
12434,6,0.00602491899176533,neu
12435,6,0.144814547046082,pos
12436,5,0.279782760560859,pos
12437,1,0.149202370316323,pos
12438,8,0.0235606827010338,pos
12439,4,-0.10299478489395,neg
12440,6,0.191658250159745,pos
12441,8,0.0567827248012255,pos
12442,7,0.132200274529368,pos
12443,4,-0.228406127676664,neg
12444,3,0.436304727095018,pos
12445,1,0.103258526622025,pos
12446,5,0.292298288966883,pos
12447,7,0.138917661562774,pos
12448,5,0.277964716441096,pos
12449,6,0.0975518654786001,pos
12450,4,0.207990746227871,pos
12451,3,0.114328065798173,pos
12452,4,0.210147045116067,pos
12453,7,0.169089625564182,pos
12454,5,0.379540271282842,pos
12455,6,-0.0596549318934009,neg
12456,8,0.151338095005712,pos
12457,1,0.117055295832943,pos
12458,7,0.187547869401962,pos
12459,7,0.0428602567460823,pos
12460,5,0.193718032619714,pos
12461,2,0.0497292466751635,pos
12462,5,0.290376462808386,pos
12463,3,0.155861182329449,pos
12464,5,0.112243324013685,pos
12465,1,0.182815181673546,pos
12466,6,0.108147355548917,pos
12467,4,0.0656481750317644,pos
12468,8,-0.196069464340164,neg
12469,5,0.0561803055760658,pos
